Pašvaldība;Pārbaudījums;Izsglītības iestādes nosaukums;Izglītības iestādes, kuras struktūrvienība ir iestāda nosaukums;Vidējais, %;Kārtotāju skaits;0-9%;10-19%;20-29%;30-39%;40-49%;50-59%;60-69%;70-79%;80-89%;90-100%
Siguldas novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Siguldas pilsētas vidusskola;;31,5;4;;1;1;1;;1;;;;
Siguldas novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Siguldas pilsētas vidusskola;;68,8;13;;;;;;3;3;4;3;
Siguldas novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Siguldas pilsētas vidusskola;;33,3;6;;1;2;;3;;;;;
Siguldas novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Siguldas pilsētas vidusskola;;62,3;3;;;;;;1;2;;;
Siguldas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Siguldas pilsētas vidusskola;;56,0;62;1;1;;4;11;17;17;8;3;
Siguldas novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Siguldas pilsētas vidusskola;;57,3;22;;;;3;3;8;4;1;3;
Siguldas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Siguldas pilsētas vidusskola;;31,1;40;3;9;8;10;3;3;3;1;;
Siguldas novads;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);Siguldas pilsētas vidusskola;;31,9;13;;2;6;3;1;;;;1;
Siguldas novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Siguldas Valsts ģimnāzija;;79,9;54;;;;;;2;4;15;27;6
Siguldas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Siguldas Valsts ģimnāzija;;83,2;68;;;;;2;2;4;11;25;24
Siguldas novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Siguldas Valsts ģimnāzija;;63,0;11;;;;;1;5;;3;2;
Siguldas novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Siguldas Valsts ģimnāzija;;66,2;13;;;1;1;;2;1;4;4;
Siguldas novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Siguldas Valsts ģimnāzija;;65,8;5;;;;;2;;;1;2;
Siguldas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Siguldas Valsts ģimnāzija;;73,2;48;;;;;;6;6;24;11;1
Siguldas novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Siguldas Valsts ģimnāzija;;79,5;16;;;;;;1;1;3;9;2
Siguldas novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Siguldas Valsts ģimnāzija;;73,3;27;;;;;;5;5;6;10;1
Siguldas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Siguldas Valsts ģimnāzija;;59,0;52;;;;8;13;7;9;6;4;5
Siguldas novads;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);Siguldas Valsts ģimnāzija;;56,0;1;;;;;;1;;;;
Siguldas novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Siguldas Valsts ģimnāzija;;51,3;6;;;;1;1;3;1;;;
Smiltenes novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Smiltenes tehnikums;;53,0;116;3;11;10;16;11;15;15;14;15;6
Smiltenes novads;Eksāmens bioloģijā (profesionālās vidējās izglītības programmās 4. kurss);Smiltenes tehnikums;;42,0;1;;;;;1;;;;;
Smiltenes novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Smiltenes tehnikums;;50,8;116;;;8;19;22;36;20;9;2;
Smiltenes novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Smiltenes tehnikums;;19,0;101;23;36;25;11;3;3;;;;
Smiltenes novads;Eksāmens matemātikā (profesionālās vidējās izglītības programmās 4. kurss);Smiltenes tehnikums;;6,4;5;4;1;;;;;;;;
Smiltenes novads;Eksāmens matemātikā (vispārīgais mācību satura apguves līmenis);Smiltenes tehnikums;;34,0;52;3;6;14;9;11;7;1;;1;
Smiltenes novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Smiltenes vidusskola;;65,2;32;;;;2;1;7;10;5;7;
Smiltenes novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Smiltenes vidusskola;;78,7;29;;;;;;3;2;9;8;7
Smiltenes novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Smiltenes vidusskola;;50,4;15;;;2;2;3;3;5;;;
Smiltenes novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Smiltenes vidusskola;;62,0;1;;;;;;;1;;;
Smiltenes novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Smiltenes vidusskola;;63,8;4;;;;;1;;1;2;;
Smiltenes novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Smiltenes vidusskola;;54,3;3;;;;;1;1;1;;;
Smiltenes novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Smiltenes vidusskola;;65,8;29;;;;1;2;6;7;9;4;
Smiltenes novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Smiltenes vidusskola;;40,0;6;;1;1;1;2;;;1;;
Smiltenes novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Smiltenes vidusskola;;42,5;30;;2;5;10;6;;4;;3;
Smiltenes novads;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);Smiltenes vidusskola;;61,5;4;;;;;1;1;;2;;
Smiltenes novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Smiltenes vidusskola;;49,2;22;;;1;4;4;7;6;;;
Talsu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Dundagas vidusskola;;67,3;10;;;;1;;1;5;;2;1
Talsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Dundagas vidusskola;;61,4;15;;;;2;3;2;3;1;4;
Talsu novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Dundagas vidusskola;;37,3;8;;;2;3;2;;1;;;
Talsu novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Dundagas vidusskola;;31,8;4;;;2;1;1;;;;;
Talsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Dundagas vidusskola;;52,5;15;;;;2;5;4;3;1;;
Talsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Dundagas vidusskola;;33,8;10;;3;1;2;1;2;1;;;
Talsu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Mērsraga vidusskola;;49,0;3;;;1;;1;;1;;;
Talsu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Mērsraga vidusskola;;44,3;3;;;;;3;;;;;
Talsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Mērsraga vidusskola;;24,7;6;;2;3;;1;;;;;
Talsu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Rojas vidusskola;;57,3;9;;;;1;1;3;2;1;1;
Talsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Rojas vidusskola;;66,3;15;;1;;2;1;1;2;2;2;4
Talsu novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Rojas vidusskola;;42,3;3;;;;1;1;1;;;;
Talsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Rojas vidusskola;;62,2;15;;;;1;2;2;6;2;2;
Talsu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Rojas vidusskola;;58,0;7;;;;;2;2;2;1;;
Talsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Rojas vidusskola;;38,5;15;;6;;2;3;;2;1;;1
Talsu novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Rojas vidusskola;;40,0;7;;;2;2;1;2;;;;
Talsu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Talsu 2. vidusskola;;70,6;20;;;;;2;1;6;6;4;1
Talsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Talsu 2. vidusskola;;74,4;48;;;;1;2;2;10;13;14;6
Talsu novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Talsu 2. vidusskola;;65,1;7;;;;;;1;4;2;;
Talsu novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Talsu 2. vidusskola;;50,0;1;;;;;;1;;;;
Talsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Talsu 2. vidusskola;;60,5;48;;;;2;10;13;10;7;6;
Talsu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Talsu 2. vidusskola;;63,7;11;;;;1;1;2;5;;1;1
Talsu novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Talsu 2. vidusskola;;59,4;9;;;;2;;2;2;2;1;
Talsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Talsu 2. vidusskola;;45,6;49;;;10;9;9;11;7;2;1;
Talsu novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Talsu 2. vidusskola;;41,6;10;;;2;2;3;3;;;;
Talsu novads;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);Talsu 2. vidusskola;;44,0;3;;;;1;1;1;;;;
Talsu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Talsu Kristīgā vidusskola;;63,1;12;;;;1;1;2;4;3;1;
Talsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Talsu Kristīgā vidusskola;;79,6;18;;;;1;;;2;4;6;5
Talsu novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Talsu Kristīgā vidusskola;;61,0;1;;;;;;;1;;;
Talsu novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Talsu Kristīgā vidusskola;;33,6;7;;;3;2;1;1;;;;
Talsu novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Talsu Kristīgā vidusskola;;57,0;2;;;;;;1;1;;;
Talsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Talsu Kristīgā vidusskola;;61,0;18;;;;;2;7;4;5;;
Talsu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Talsu Kristīgā vidusskola;;61,2;9;;;;;1;3;4;1;;
Talsu novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Talsu Kristīgā vidusskola;;42,7;10;;1;2;1;2;2;2;;;
Talsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Talsu Kristīgā vidusskola;;32,9;18;;4;5;2;3;4;;;;
Talsu novads;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);Talsu Kristīgā vidusskola;;45,5;8;;;2;1;1;3;1;;;
Talsu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Talsu novada vidusskola;;42,5;19;;2;3;4;2;5;2;;1;
Talsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Talsu novada vidusskola;;55,3;23;1;;3;3;4;1;4;3;4;
Talsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Talsu novada vidusskola;;40,9;23;1;1;4;4;7;3;3;;;
Talsu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Talsu novada vidusskola;;50,1;19;;;1;3;3;9;1;2;;
Talsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Talsu novada vidusskola;;14,7;17;6;7;2;2;;;;;;
Talsu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Talsu Valsts ģimnāzija;;70,8;24;;;;;1;6;6;4;6;1
Talsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Talsu Valsts ģimnāzija;;75,0;33;;;;1;;3;8;6;11;4
Talsu novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Talsu Valsts ģimnāzija;;57,0;8;;;;;3;2;1;2;;
Talsu novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Talsu Valsts ģimnāzija;;66,0;2;;;;;;;2;;;
Talsu novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Talsu Valsts ģimnāzija;;70,0;7;;;;;;1;3;2;1;
Talsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Talsu Valsts ģimnāzija;;59,9;36;;;;2;3;11;11;9;;
Talsu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Talsu Valsts ģimnāzija;;76,0;14;;;;;;;3;5;4;2
Talsu novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Talsu Valsts ģimnāzija;;56,2;13;;;2;1;2;2;3;1;1;1
Talsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Talsu Valsts ģimnāzija;;41,1;27;;3;4;11;3;1;3;;;2
Talsu novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Talsu Valsts ģimnāzija;;51,7;6;;;;1;1;2;2;;;
Talsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Valdemārpils vidusskola;;73,1;13;;;;;;2;5;1;4;1
Talsu novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Valdemārpils vidusskola;;37,0;1;;;;1;;;;;;
Talsu novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Valdemārpils vidusskola;;52,1;7;;;;;3;2;2;;;
Talsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Valdemārpils vidusskola;;58,9;12;;;;1;1;3;4;3;;
Talsu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Valdemārpils vidusskola;;72,5;11;;;;;;;5;2;4;
Talsu novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Valdemārpils vidusskola;;31,7;3;;;2;;1;;;;;
Talsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Valdemārpils vidusskola;;30,1;12;;2;5;3;1;;;1;;
Tukuma novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Engures vidusskola;;64,9;8;;;;1;1;1;1;2;2;
Tukuma novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Engures vidusskola;;66,8;10;;;1;;1;1;2;2;2;1
Tukuma novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Engures vidusskola;;59,7;11;;;;1;;5;3;1;1;
Tukuma novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Engures vidusskola;;42,6;8;;;2;3;1;1;;;1;
Tukuma novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Engures vidusskola;;32,6;8;;1;2;4;;;1;;;
Tukuma novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Jaunpils vidusskola;;56,6;5;;;;;2;2;;1;;
Tukuma novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Jaunpils vidusskola;;66,7;9;;;;;;2;4;2;1;
Tukuma novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Jaunpils vidusskola;;39,0;5;;;1;2;1;1;;;;
Tukuma novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Jaunpils vidusskola;;68,0;5;;;;;;1;1;3;;
Tukuma novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Jaunpils vidusskola;;33,0;5;;;3;;2;;;;;
Tukuma novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Kandavas Kārļa Mīlenbaha vidusskola;;69,6;7;;;;;;;5;1;1;
Tukuma novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Kandavas Kārļa Mīlenbaha vidusskola;;74,9;15;;;;;1;1;2;5;4;2
Tukuma novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Kandavas Kārļa Mīlenbaha vidusskola;;45,7;7;;;1;2;1;2;1;;;
Tukuma novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Kandavas Kārļa Mīlenbaha vidusskola;;69,7;15;;;;;1;1;5;6;2;
Tukuma novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Kandavas Kārļa Mīlenbaha vidusskola;;63,6;7;;;;;;3;2;1;1;
Tukuma novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Kandavas Kārļa Mīlenbaha vidusskola;;35,5;11;1;1;2;3;;3;1;;;
Tukuma novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Kandavas Kārļa Mīlenbaha vidusskola;;36,1;15;1;3;3;3;1;2;2;;;
Tukuma novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Kandavas Kārļa Mīlenbaha vidusskola;;37,5;2;;;;2;;;;;;
Tukuma novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Kandavas Lauksaimniecības tehnikums;;58,0;47;;1;3;9;4;6;5;11;7;1
Tukuma novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Kandavas Lauksaimniecības tehnikums;;47,0;47;;;3;9;17;8;7;2;1;
Tukuma novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Kandavas Lauksaimniecības tehnikums;;20,6;47;12;16;9;5;3;1;1;;;
Tukuma novads;Eksāmens matemātikā (profesionālās vidējās izglītības programmās 4. kurss);Kandavas Lauksaimniecības tehnikums;;24,5;2;;;2;;;;;;;
Tukuma novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Tukuma 2. vidusskola;;69,8;18;;;;;2;2;5;4;4;1
Tukuma novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Tukuma 2. vidusskola;;72,5;40;;;;2;2;3;6;15;7;5
Tukuma novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Tukuma 2. vidusskola;;41,4;10;;1;2;;5;1;;1;;
Tukuma novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Tukuma 2. vidusskola;;44,7;7;;;;3;1;3;;;;
Tukuma novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Tukuma 2. vidusskola;;55,9;46;;;1;4;12;9;10;10;;
Tukuma novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Tukuma 2. vidusskola;;62,9;19;;;;;2;5;6;5;1;
Tukuma novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Tukuma 2. vidusskola;;55,3;8;;1;;2;1;1;;1;;2
Tukuma novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Tukuma 2. vidusskola;;27,3;46;;15;16;7;6;1;;;1;
Tukuma novads;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);Tukuma 2. vidusskola;;52,0;1;;;;;;1;;;;
Tukuma novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Tukuma 2. vidusskola;;44,8;9;;;;4;4;;;1;;
Tukuma novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Tukuma Raiņa Valsts ģimnāzija;;68,5;45;;;;1;2;10;7;16;7;2
Tukuma novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Tukuma Raiņa Valsts ģimnāzija;;76,1;54;;;;;2;10;6;10;12;14
Tukuma novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Tukuma Raiņa Valsts ģimnāzija;;44,3;23;;;4;4;6;6;2;1;;
Tukuma novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Tukuma Raiņa Valsts ģimnāzija;;35,5;10;;;3;5;1;;1;;;
Tukuma novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Tukuma Raiņa Valsts ģimnāzija;;50,4;17;;1;;1;6;7;;2;;
Tukuma novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Tukuma Raiņa Valsts ģimnāzija;;38,4;5;;;;3;2;;;;;
Tukuma novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Tukuma Raiņa Valsts ģimnāzija;;68,0;53;;;;;2;9;19;15;8;
Tukuma novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Tukuma Raiņa Valsts ģimnāzija;;35,1;21;;2;6;8;1;1;3;;;
Tukuma novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Tukuma Raiņa Valsts ģimnāzija;;35,9;60;;7;17;15;10;6;2;2;1;
Tukuma novads;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);Tukuma Raiņa Valsts ģimnāzija;;36,1;12;;;4;2;5;1;;;;
Tukuma novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Tukuma Raiņa Valsts ģimnāzija;;36,3;6;;;3;1;1;1;;;;
Tukuma novads;Eksāmens vācu valodā (optimālais mācību satura apguves līmenis);Tukuma Raiņa Valsts ģimnāzija;;39,0;2;;;;1;1;;;;;
Tukuma novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Zemgales vidusskola;;57,9;22;;1;;1;6;4;4;1;5;
Tukuma novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Zemgales vidusskola;;62,3;25;;;1;2;3;4;5;6;3;1
Tukuma novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Zemgales vidusskola;;36,7;12;;2;3;3;2;;1;;1;
Tukuma novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Zemgales vidusskola;;41,5;2;;1;;;;;1;;;
Tukuma novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Zemgales vidusskola;;48,8;25;;;;7;6;8;3;1;;
