Pašvaldība;Pārbaudījums;Izsglītības iestādes nosaukums;Izglītības iestādes, kuras struktūrvienība ir iestāda nosaukums;Vidējais, %;Kārtotāju skaits;0-9%;10-19%;20-29%;30-39%;40-49%;50-59%;60-69%;70-79%;80-89%;90-100%
Madonas novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Lubānas vidusskola;;71,0;5;;;;;1;1;;1;2;
Madonas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Lubānas vidusskola;;58,7;6;;1;;1;;;1;2;1;
Madonas novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Lubānas vidusskola;;50,7;3;;;1;;;1;1;;;
Madonas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Lubānas vidusskola;;56,7;6;;;;1;1;1;2;1;;
Madonas novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Lubānas vidusskola;;61,8;5;;;;;1;;4;;;
Madonas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Lubānas vidusskola;;30,3;7;2;1;1;;1;2;;;;
Madonas novads;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);Lubānas vidusskola;;37,5;2;;;1;;;1;;;;
Madonas novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Madonas pilsētas vidusskola;;59,2;22;;1;1;1;2;4;8;2;3;
Madonas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Madonas pilsētas vidusskola;;73,7;42;;;;2;2;6;3;9;14;6
Madonas novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Madonas pilsētas vidusskola;;44,7;6;;;;2;3;1;;;;
Madonas novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Madonas pilsētas vidusskola;;56,4;11;;;;1;;6;2;2;;
Madonas novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Madonas pilsētas vidusskola;;33,0;2;;;1;;1;;;;;
Madonas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Madonas pilsētas vidusskola;;58,2;43;;;;2;12;10;11;7;1;
Madonas novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Madonas pilsētas vidusskola;;53,5;18;;;;2;4;7;3;2;;
Madonas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Madonas pilsētas vidusskola;;29,5;37;4;5;9;9;8;2;;;;
Madonas novads;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);Madonas pilsētas vidusskola;;34,9;16;;2;2;6;4;2;;;;
Madonas novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Madonas Valsts ģimnāzija;;74,4;48;;;;;1;4;9;20;13;1
Madonas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Madonas Valsts ģimnāzija;;84,1;33;;;;;;;2;6;16;9
Madonas novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Madonas Valsts ģimnāzija;;52,6;13;;;;;3;8;2;;;
Madonas novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Madonas Valsts ģimnāzija;;74,1;8;;;;;;;2;3;3;
Madonas novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Madonas Valsts ģimnāzija;;56,5;2;;;;;1;;1;;;
Madonas novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Madonas Valsts ģimnāzija;;56,5;2;;;;;1;;1;;;
Madonas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Madonas Valsts ģimnāzija;;70,6;50;;;;;1;2;20;18;9;
Madonas novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Madonas Valsts ģimnāzija;;62,6;8;;;;;2;1;2;2;;1
Madonas novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Madonas Valsts ģimnāzija;;60,0;28;;;1;3;4;4;7;6;3;
Madonas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Madonas Valsts ģimnāzija;;42,7;49;;5;7;11;9;9;4;2;2;
Mārupes novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Babītes vidusskola;;71,4;30;;;;;1;4;9;10;5;1
Mārupes novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Babītes vidusskola;;58,3;6;;;;;2;1;2;1;;
Mārupes novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Babītes vidusskola;;45,1;12;;;1;3;4;3;;1;;
Mārupes novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Babītes vidusskola;;67,3;15;;;;;;1;8;6;;
Mārupes novads;Eksāmens ģeogrāfijā (augstākais mācību satura apguves līmenis;Babītes vidusskola;;61,5;2;;;;;;1;;1;;
Mārupes novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Babītes vidusskola;;47,3;3;;;1;;1;;;1;;
Mārupes novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Babītes vidusskola;;62,1;35;;;;;7;8;9;10;1;
Mārupes novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Babītes vidusskola;;74,2;5;;;;;;2;;1;1;1
Mārupes novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Babītes vidusskola;;32,9;59;1;7;21;15;4;7;2;2;;
Mārupes novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Babītes vidusskola;;48,1;11;;;;3;3;4;;1;;
Mārupes novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Mārupes Valsts ģimnāzija;;77,2;48;;;;;1;1;9;17;14;6
Mārupes novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Mārupes Valsts ģimnāzija;;79,8;56;;;;;;4;4;14;25;9
Mārupes novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Mārupes Valsts ģimnāzija;;52,6;16;;;;2;4;6;2;2;;
Mārupes novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Mārupes Valsts ģimnāzija;;59,1;16;;;;;2;6;5;2;1;
Mārupes novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Mārupes Valsts ģimnāzija;;39,6;17;;;2;7;6;1;1;;;
Mārupes novads;Eksāmens ģeogrāfijā (augstākais mācību satura apguves līmenis;Mārupes Valsts ģimnāzija;;44,4;5;;;1;1;1;2;;;;
Mārupes novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Mārupes Valsts ģimnāzija;;54,9;7;;;;1;2;1;2;1;;
Mārupes novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Mārupes Valsts ģimnāzija;;62,7;81;;;;;10;25;24;15;6;1
Mārupes novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Mārupes Valsts ģimnāzija;;66,3;11;;;;;;4;4;2;1;
Mārupes novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Mārupes Valsts ģimnāzija;;66,1;32;;;;2;2;3;12;7;6;
Mārupes novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Mārupes Valsts ģimnāzija;;43,9;94;;8;14;20;16;16;13;4;1;2
Mārupes novads;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);Mārupes Valsts ģimnāzija;;48,4;5;;;1;;1;2;1;;;
Mārupes novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Mārupes Valsts ģimnāzija;;57,3;3;;;;;1;1;1;;;
Mārupes novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);"Rīgas Tehniskās universitātes aģentūra ""Rīgas Tehniskās universitātes Olaines Tehnoloģiju koledža""";;62,3;16;;1;1;;2;3;1;5;2;1
Mārupes novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);"Rīgas Tehniskās universitātes aģentūra ""Rīgas Tehniskās universitātes Olaines Tehnoloģiju koledža""";;48,4;16;;;2;3;4;4;1;1;1;
Mārupes novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);"Rīgas Tehniskās universitātes aģentūra ""Rīgas Tehniskās universitātes Olaines Tehnoloģiju koledža""";;27,1;16;3;2;6;3;;;2;;;
Mārupes novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);"Starptautiskā vidusskola ""Ekziperī"" SIA";;59,0;1;;;;;;1;;;;
Mārupes novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);"Starptautiskā vidusskola ""Ekziperī"" SIA";;37,0;1;;;;1;;;;;;
Mārupes novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);"Starptautiskā vidusskola ""Ekziperī"" SIA";;25,0;1;;;1;;;;;;;
Ogres novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Edgara Kauliņa Lielvārdes vidusskola;;73,4;18;;;;;1;;5;7;4;1
Ogres novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Edgara Kauliņa Lielvārdes vidusskola;;62,7;20;1;1;;1;2;3;1;7;2;2
Ogres novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Edgara Kauliņa Lielvārdes vidusskola;;57,0;2;;;;;;2;;;;
Ogres novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Edgara Kauliņa Lielvārdes vidusskola;;37,0;4;;;1;1;2;;;;;
Ogres novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Edgara Kauliņa Lielvārdes vidusskola;;49,0;3;;;1;;;1;1;;;
Ogres novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Edgara Kauliņa Lielvārdes vidusskola;;63,0;7;;;;;1;2;2;2;;
Ogres novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Edgara Kauliņa Lielvārdes vidusskola;;67,9;12;;;;;;2;5;3;1;1
Ogres novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Edgara Kauliņa Lielvārdes vidusskola;;40,0;1;;;;;1;;;;;
Ogres novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Edgara Kauliņa Lielvārdes vidusskola;;29,8;27;2;7;7;3;4;2;1;1;;
Ogres novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Ikšķiles vidusskola;;69,8;23;;;;;2;3;6;7;4;1
Ogres novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Ikšķiles vidusskola;;82,3;24;;;;;1;;3;2;9;9
Ogres novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Ikšķiles vidusskola;;39,6;13;;;2;6;3;1;1;;;
Ogres novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Ikšķiles vidusskola;;29,0;1;;;1;;;;;;;
Ogres novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Ikšķiles vidusskola;;76,0;1;;;;;;;;1;;
Ogres novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Ikšķiles vidusskola;;65,8;25;;;;;2;6;7;6;4;
Ogres novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Ikšķiles vidusskola;;59,8;12;;;;;1;5;4;2;;
Ogres novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Ikšķiles vidusskola;;58,9;24;;;;5;4;2;5;4;4;
Ogres novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Jaunogres vidusskola;;63,6;5;;;;;1;;3;;1;
Ogres novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Jaunogres vidusskola;;53,5;43;;1;7;6;9;1;9;2;5;3
Ogres novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Jaunogres vidusskola;;41,9;12;;;1;4;5;1;1;;;
Ogres novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Jaunogres vidusskola;;61,6;8;;;;;1;2;3;2;;
Ogres novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Jaunogres vidusskola;;32,0;11;;2;1;6;2;;;;;
Ogres novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Jaunogres vidusskola;;31,7;3;;;2;;1;;;;;
Ogres novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Jaunogres vidusskola;;36,8;18;;1;5;6;3;2;1;;;
Ogres novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Jaunogres vidusskola;;48,3;28;;;2;6;6;10;1;3;;
Ogres novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Jaunogres vidusskola;;46,3;49;2;5;8;7;3;9;8;1;4;2
Ogres novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Ķeguma vidusskola;;84,3;3;;;;;;;;1;1;1
Ogres novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Ķeguma vidusskola;;72,3;15;;;;1;;2;2;6;3;1
Ogres novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Ķeguma vidusskola;;82,0;1;;;;;;;;;1;
Ogres novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Ķeguma vidusskola;;54,9;17;;;;3;2;4;5;3;;
Ogres novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Ķeguma vidusskola;;53,0;3;;;;;1;1;1;;;
Ogres novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Ķeguma vidusskola;;79,0;1;;;;;;;;1;;
Ogres novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Ķeguma vidusskola;;24,7;3;;1;1;1;;;;;;
Ogres novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Ķeguma vidusskola;;44,0;1;;;;;1;;;;;
Ogres novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Madlienas vidusskola;;61,2;13;;;;;3;1;7;2;;
Ogres novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Madlienas vidusskola;;66,1;15;;;2;1;1;1;1;3;4;2
Ogres novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Madlienas vidusskola;;33,8;5;;1;2;;1;1;;;;
Ogres novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Madlienas vidusskola;;24,3;4;;1;3;;;;;;;
Ogres novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Madlienas vidusskola;;55,3;14;;;;;4;6;4;;;
Ogres novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Madlienas vidusskola;;36,7;3;;;1;1;1;;;;;
Ogres novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Madlienas vidusskola;;26,9;18;;8;4;3;2;;;;1;
Ogres novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Madlienas vidusskola;;39,1;8;;;;4;4;;;;;
Ogres novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Ogres 1. vidusskola;;70,8;27;;;;;2;3;8;9;5;
Ogres novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Ogres 1. vidusskola;;81,2;45;;;;;;1;6;9;19;10
Ogres novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Ogres 1. vidusskola;;46,6;14;;;;7;2;2;1;2;;
Ogres novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Ogres 1. vidusskola;;60,0;19;;;;;2;8;5;3;1;
Ogres novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Ogres 1. vidusskola;;31,5;6;;1;1;3;;1;;;;
Ogres novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Ogres 1. vidusskola;;62,0;6;;;;;;3;2;1;;
Ogres novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Ogres 1. vidusskola;;64,3;44;;;;1;6;8;14;11;3;1
Ogres novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Ogres 1. vidusskola;;72,5;11;;;;;;1;4;3;3;
Ogres novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Ogres 1. vidusskola;;53,9;17;;1;1;2;2;5;2;3;1;
Ogres novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Ogres 1. vidusskola;;44,9;45;;1;11;9;7;7;4;5;1;
Ogres novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Ogres 1. vidusskola;;48,6;11;;;;1;4;5;1;;;
Ogres novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Ogres tehnikums;;57,9;279;1;14;15;40;30;32;36;57;47;7
Ogres novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Ogres tehnikums;;44,9;281;6;8;27;53;81;65;31;9;1;
Ogres novads;Eksāmens latviešu valodā (profesionālās vidējās izglītības programmās 4. kurss);Ogres tehnikums;;61,0;1;;;;;;;1;;;
Ogres novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Ogres tehnikums;;26,0;1;;;1;;;;;;;
Ogres novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Ogres tehnikums;;19,9;111;22;45;27;9;5;1;;1;;1
Ogres novads;Eksāmens matemātikā (profesionālās vidējās izglītības programmās 4. kurss);Ogres tehnikums;;15,8;6;4;1;;;;;1;;;
Ogres novads;Eksāmens matemātikā (vispārīgais mācību satura apguves līmenis);Ogres tehnikums;;38,9;213;1;28;49;40;40;21;16;16;1;1
Ogres novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Ogres Valsts ģimnāzija;;74,0;6;;;;;;2;;1;2;1
Ogres novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Ogres Valsts ģimnāzija;;77,2;25;;;;1;1;3;2;4;6;8
Ogres novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Ogres Valsts ģimnāzija;;51,5;10;;;;1;4;2;2;1;;
Ogres novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Ogres Valsts ģimnāzija;;35,0;9;;1;4;2;;1;1;;;
Ogres novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Ogres Valsts ģimnāzija;;55,3;12;;;;2;2;3;3;2;;
Ogres novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Ogres Valsts ģimnāzija;;69,1;26;;;;;2;1;11;10;2;
Ogres novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Ogres Valsts ģimnāzija;;60,4;5;;;;;1;2;;1;1;
Ogres novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Ogres Valsts ģimnāzija;;50,9;22;;;5;2;5;2;3;5;;
Ogres novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Ogres Valsts ģimnāzija;;44,8;65;;4;19;9;11;7;2;5;6;2
Ogres novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Suntažu vidusskola;;60,2;6;;;;;1;1;3;;1;
Ogres novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Suntažu vidusskola;;26,0;2;;;1;1;;;;;;
Ogres novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Suntažu vidusskola;;44,3;3;;;;1;2;;;;;
Ogres novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Suntažu vidusskola;;56,0;8;;;;;2;4;1;;1;
Ogres novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Suntažu vidusskola;;32,8;8;;2;2;2;1;;1;;;
Ogres novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Suntažu vidusskola;;37,6;5;;;1;2;2;;;;;
Olaines novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Olaines 1. vidusskola;;73,3;12;;;;;;;4;4;4;
Olaines novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Olaines 1. vidusskola;;74,3;21;;;;2;1;1;2;5;5;5
Olaines novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Olaines 1. vidusskola;;49,6;7;;;;1;3;2;;;1;
Olaines novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Olaines 1. vidusskola;;65,4;22;;;;;3;6;3;7;3;
Olaines novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Olaines 1. vidusskola;;33,5;15;;3;2;5;2;3;;;;
Olaines novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Olaines 1. vidusskola;;53,9;12;;;;1;3;4;3;1;;
Olaines novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Olaines 1. vidusskola;;51,8;4;;;1;;1;1;;;1;
Olaines novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Olaines 1. vidusskola;;63,8;48;;;;1;5;12;13;11;6;
Olaines novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Olaines 1. vidusskola;;47,8;19;;2;2;5;1;3;1;3;2;
Olaines novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Olaines 1. vidusskola;;51,7;40;;3;5;4;7;5;6;7;3;
Olaines novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Olaines 1. vidusskola;;49,0;6;;;1;1;;2;2;;;
Olaines novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Olaines 2. vidusskola;;52,6;8;;;;;1;6;1;;;
Olaines novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Olaines 2. vidusskola;;64,5;11;;;;;1;4;2;2;1;1
Olaines novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Olaines 2. vidusskola;;28,0;6;;1;3;1;1;;;;;
Olaines novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Olaines 2. vidusskola;;46,7;11;;;;3;5;2;1;;;
Olaines novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Olaines 2. vidusskola;;35,1;8;;;5;1;1;;;1;;
Olaines novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Olaines 2. vidusskola;;43,5;10;;;1;3;3;1;1;1;;
Preiļu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Aglonas vidusskola;;49,1;16;;;;7;2;4;1;;1;1
Preiļu novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Aglonas vidusskola;;20,5;2;;1;1;;;;;;;
Preiļu novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Aglonas vidusskola;;38,7;7;;;;5;1;1;;;;
Preiļu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Aglonas vidusskola;;49,2;9;;;;1;2;6;;;;
Preiļu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Aglonas vidusskola;;40,4;9;;;1;3;3;1;1;;;
Preiļu novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Aglonas vidusskola;;28,6;9;;2;2;5;;;;;;
Preiļu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Jāņa Eglīša Preiļu Valsts ģimnāzija;;69,2;15;;;;;2;2;3;4;4;
Preiļu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Jāņa Eglīša Preiļu Valsts ģimnāzija;;62,4;22;;;;3;4;2;4;6;2;1
Preiļu novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Jāņa Eglīša Preiļu Valsts ģimnāzija;;58,8;12;;;;1;2;3;4;2;;
Preiļu novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Jāņa Eglīša Preiļu Valsts ģimnāzija;;61,8;5;;;;;;1;3;1;;
Preiļu novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Jāņa Eglīša Preiļu Valsts ģimnāzija;;54,8;10;;;;1;2;3;4;;;
Preiļu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Jāņa Eglīša Preiļu Valsts ģimnāzija;;65,3;36;;;;1;4;7;7;13;3;1
Preiļu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Jāņa Eglīša Preiļu Valsts ģimnāzija;;70,6;5;;;;;;1;;4;;
Preiļu novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Jāņa Eglīša Preiļu Valsts ģimnāzija;;58,8;24;;2;1;3;2;3;4;5;1;3
Preiļu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Jāņa Eglīša Preiļu Valsts ģimnāzija;;50,2;18;;;3;3;4;2;2;1;3;
Preiļu novads;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);Jāņa Eglīša Preiļu Valsts ģimnāzija;;52,0;1;;;;;;1;;;;
Preiļu novads;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);Jāņa Eglīša Preiļu Valsts ģimnāzija;;37,4;5;;;1;2;2;;;;;
Preiļu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);PREIĻI;"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""";26,4;16;4;4;4;;1;1;2;;;
Preiļu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);PREIĻI;"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""";37,3;16;1;2;2;4;4;1;2;;;
Preiļu novads;Eksāmens matemātikā (vispārīgais mācību satura apguves līmenis);PREIĻI;"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""";21,3;19;3;5;4;6;1;;;;;
Preiļu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Preiļu 2. vidusskola;;73,0;3;;;;;;;1;1;1;
Preiļu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Preiļu 2. vidusskola;;56,0;21;;;;1;4;9;5;2;;
Preiļu novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Preiļu 2. vidusskola;;38,0;1;;;;1;;;;;;
Preiļu novads;Eksāmens krievu valodā (augstākais mācību satura apguves līmenis);Preiļu 2. vidusskola;;70,2;13;;;1;;1;1;;6;4;
Preiļu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Preiļu 2. vidusskola;;46,0;2;;;;;2;;;;;
Preiļu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Preiļu 2. vidusskola;;52,9;14;1;;;;5;3;4;;1;
Preiļu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Preiļu 2. vidusskola;;38,0;15;;1;2;5;4;2;1;;;
Preiļu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Riebiņu vidusskola;;47,2;13;;1;1;3;2;3;2;;1;
Preiļu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Riebiņu vidusskola;;62,1;13;;;;1;4;;3;3;1;1
Preiļu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Riebiņu vidusskola;;33,8;13;;;5;6;;2;;;;
Rēzekne;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Austrumlatvijas Tehnoloģiju vidusskola;;73,8;16;;;;;;3;3;4;5;1
Rēzekne;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Austrumlatvijas Tehnoloģiju vidusskola;;62,8;26;;;;1;4;8;4;4;5;
Rēzekne;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Austrumlatvijas Tehnoloģiju vidusskola;;39,4;7;;;1;2;4;;;;;
Rēzekne;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Austrumlatvijas Tehnoloģiju vidusskola;;46,7;11;;;1;1;5;3;1;;;
